answer_body,truth,answer_id
"[""It's perfectly possible to use both a color and an image as background for an element."", 'You set the <code>background-color</code> and <code>background-image</code> styles.', 'If the image is smaller than the element, you need to use the <code>background-position</code> style to place it to the right, and to keep it from repeating and covering the entire background you use the <code>background-repeat</code> style:', 'BIGBLOCK', 'Or using the composite style <code>background</code>:', 'BIGBLOCK', ""If you use the composite style <code>background</code> to set both separately, only the last one will be used, that's one possible reason why your color is not visible:"", 'BIGBLOCK', 'There is no way to specifically limit the background image to cover only part of the element, so you have to make sure that the image is smaller than the element, or that it has any transparent areas, for the background color to be visible.']","[0, 2, 3, 4, 5, 6, 7]",903768
['if I remember well... in query analyzer or equivalent:'],[],40427
"[""urllib2 provides some extra functionality, namely the <code>urlopen()</code> function can allow you to specify headers (normally you'd have had to use httplib in the past, which is far more verbose.)"", 'More importantly though, urllib2 provides the <code>Request</code> class, which allows for a more declarative approach to doing a request:', 'BIGBLOCK', 'Note that <code>urlencode()</code> is only in urllib, not urllib2.', 'There are also handlers for implementing more advanced URL support in urllib2.', ""The short answer is, unless you're working with legacy code, you probably want to use the URL opener from urllib2, but you still need to import into urllib for some of the utility functions."", ""<strong>Bonus answer</strong>With Google App Engine, you can use any of httplib, urllib or urllib2, but all of them are just wrappers for Google's URL Fetch API."", 'That is, you are still subject to the same limitations such as ports, protocols, and the length of the response allowed.', 'You can use the core of the libraries as you would expect for retrieving HTTP URLs, though.']","[0, 1, 2, 5]",2018074
"[""You're doing nothing wrong!"", ""You've changed the directory, but only within the subshell that runs the script."", 'You can run the script in your current process with the ""dot"" command:', ""But I'd prefer Greg's suggestion to use an alias in this simple case.""]",[1],255416
"['The shortest pair that I could come up with is the following, using Lombok:', 'It has all the benefits of the answer from @arturh (except the comparability), it has <code>hashCode</code>, <code>equals</code>, <code>toString</code> and a static __onstructorÃ¨ÂÂÃ©Â©Â´?']",[0],1755483
"['Asking for the difference /between/ two commits without including the commits in-between makes little sense.', 'Commits are just snapshots of the contents of the repository; asking for the difference between two necessarily includes them.', 'So the question then is, what are you really looking for?', 'As William suggested, cherry-picking can give you the delta of a single commit rebased on top of another.', 'That is:', ""This takes commit 'abcdef', compares it to its immediate ancestor, then applies that difference on top of '012345'."", ""This new difference is then shown - the only change is the context comes from '012345' rather than 'abcdef's immediate ancestor."", ""Of course, you may get conflicts and etc, so it's not a very useful process in most cases."", ""If you're just interested in abcdef itself, you can do:"", 'This compares abcdef to its immediate ancestor, alone, and is usually what you want.', 'And of course', 'gives you all differences between those two commits.', ""It would help to get a better idea of what you're trying to achieve - as I mentioned, asking for the difference between two commits without what's in between doesn't actually make sense.""]","[3,4,8,10,11]",1195209
"['The <code>finalize()</code> function is the destructor.', ""However, it should not be normally used because it is invoked after the GC and you can't tell when that will happen (if ever)."", 'Moreover, it takes more than one GC to deallocate objects that have <code>finalize()</code>.', 'You should try to clean up in the logical places in your code using the <code>try{...} finally{...}</code> statements!']",[0],171956
"['using, in the sense of', 'BIGBLOCK', 'Is actually shorthand for a try/finally block.', 'It is equivalent to the code:', 'BIGBLOCK', ""You'll note, of course, that the first snippet is much more concise than the second and also that there are many kinds of things that you might want to do as cleanup even if an exception is thrown."", ""Because of this, we've come up with a class that we call Scope that allows you to execute arbitrary code in the Dispose method."", ""So, for example, if you had a property called IsWorking that you always wanted to set to false after trying to perform an operation, you'd do it like this:"", 'BIGBLOCK', 'You can read more about our solution and how we derived it here.']","[0, 1, 2, 7, 8]",204957
"['Basically you are positioning the cursor before the first row and then requesting data.', 'You need to move the cursor to the first row.', 'It is common to do this in an if statement or loop.']","[0,1]",2120279
"['To add a char to a std::string var using the append method, you need to use this overload:', ""<strong>Edit :Your're right I misunderstood the size_type parameter, displayed in the context help."", 'This is the number of chars to add.', 'So the correct call is</strong>', 'not', 'Or the simpliest way :']","[0, 2]",1472351
"['Rather than allocating a massive array, could you try utilizing an iterator?', ""These are delay-executed, meaning values are generated only as they're requested in an foreach statement; you shouldn't run out of memory this way:"", ""The above will generate as many random numbers as you wish, but only generate them as they're asked for via a foreach statement."", ""You won't run out of memory that way."", 'Alternately, If you must have them all in one place, store them in a file rather than in memory.']","[0,4]",1154715
"['You could use FireQuery.', ""It shows any events attached to DOM elements in the Firebug's HTML tab."", 'It also shows any data attached to the elements through <code>$.data</code>.']",[0],1529330
"[""eval isn't always evil."", ""There are times where it's perfectly appropriate."", ""However, eval is currently and historically massively over-used by people who don't know what they're doing."", 'That includes people writing JavaScript tutorials, unfortunately, and in some cases this can indeed have security consequences - or, more often, simple bugs.', 'So the more we can do to throw a question mark over eval, the better.', ""Any time you use eval you need to sanity-check what you're doing, because chances are you could be doing it a better, safer, cleaner way."", ""To give an all-too-typical example, to set the colour of an element with an id stored in the variable 'potato':"", 'BIGBLOCK', ""If the authors of the kind of code above had a clue about the basics of how JavaScript objects work, they'd have realised that square brackets can be used instead of literal dot-names, obviating the need for eval:"", 'BIGBLOCK', '...which is much easier to read as well as less potentially buggy.', '(But then, someone who /really/ knew what they were doing would say:', 'BIGBLOCK', 'which is more reliable than the dodgy old trick of accessing DOM elements straight out of the document object.)']","[4, 6, 7, 8, 9, 10, 11, 12]",87260
